,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-DF-A2KS-01A-11R-A18M-07,1.6494915,2.3688083,-2.3833337,-2.8741767,3.2297463,10.474504,4.756672,-3.6080751,-1.8873636,2.642458,-1.171527,0.026883343,-0.25697845,-6.9884515,-2.8314638,4.1244287,0.52112156,2.1237395,-3.483139,-6.572057,-5.8116045,-4.791019,-0.19952753,2.6395624,-2.9477925,-5.2802477,1.2634847,-1.6846925,4.998759,0.70921135,-0.63245386,3.210407,19.872534,
TCGA-D1-A15W-01A-11R-A118-07,-1.3571347,0.063070044,-1.5081117,-0.041185804,1.5485076,1.9183547,-1.34159,-2.7394807,0.06494473,-3.313833,0.5565573,1.2429316,0.3397861,1.3543829,-0.93934643,0.75198907,0.24615161,-0.15218951,-1.0260649,-1.1249691,0.24871674,1.2344642,-0.06372436,-0.05883835,-3.2102594,-0.91515017,-0.23005511,1.0747273,-1.0374898,2.1574957,-0.3032729,0.14657336,2.8645258,0.0
TCGA-A5-A2K3-01A-11R-A32Y-07,-2.5160015,-1.0565938,-5.6109548,0.047930773,3.14619,7.9986305,1.982477,5.4356227,-5.8962574,-1.3949935,0.77688736,-0.10692082,3.3446982,-0.10857894,-0.16005121,-1.320227,-1.1309829,-2.1646338,-2.9731832,-0.38860258,2.7531407,1.2331777,-9.315319,4.650195,1.8746513,-1.9250469,-2.6715028,1.7797524,4.0963902,-3.1418886,3.501731,-1.4317309,9.663822,
TCGA-A5-A1OJ-01A-11R-A14D-07,-4.193938,-0.5409056,-5.7502112,1.0216666,-1.2470751,2.6856606,-1.803809,0.74351203,-0.862332,-1.6120902,-0.73077464,0.28848764,0.85718066,4.233054,-0.6047211,1.5961485,2.0059357,-1.4960366,1.4990834,-3.1876633,0.70091474,-0.378269,-1.1417407,0.85548437,-2.1881685,-1.5631565,3.0348465,3.452372,-0.8163524,3.2472,0.504372,2.2256432,9.767435,0.0
TCGA-D1-A1O7-01A-11R-A14D-07,-0.0032234248,-1.5923017,0.60986215,-1.6554147,-1.659016,0.5064969,-0.94235617,-2.0011349,-0.3148224,1.028193,1.7520514,1.6603923,1.9109454,-0.20607236,-3.0061905,1.3888358,1.0634234,3.1982546,-1.0031549,-0.054176666,-0.87645847,0.98484784,-0.62369275,0.7694995,-1.9816843,-2.3215287,-0.47415054,-1.4456338,-1.4367814,0.59717005,1.1107985,-1.8337218,4.432292,0.0
TCGA-B5-A11R-01A-11R-A118-07,-1.145384,-0.6116058,3.2594585,-0.48427257,-2.5853179,-0.46497858,-0.28493932,-1.3897283,-0.56496936,-0.6079423,-0.64099526,-3.748386,0.64007896,-2.21397,-5.9200683,1.6580207,2.676909,-1.2081462,-1.5035775,-0.08849794,3.9187331,1.2573907,-3.7512522,-1.2965945,-2.374258,-1.7952402,-0.76836705,3.7467883,4.1740313,0.1650093,-3.941975,0.2333816,12.42721,0.0
TCGA-BG-A0VW-01A-11R-A118-07,-3.1148877,-4.1154056,-2.7560604,1.4930013,-0.5637418,2.2301276,-1.3038609,-0.28899735,0.05215855,0.48373312,0.6598691,-0.30219147,1.8818328,2.9708402,-2.0115745,-1.3148255,0.135648,1.7235469,-0.6738504,0.23137622,0.7748193,-0.93387216,-3.58912,2.994132,-2.4785666,-1.7166915,-0.12893648,1.1048576,-2.0034854,1.4339008,1.9944612,-1.2378383,4.5763483,0.0
TCGA-AJ-A3OJ-01A-11R-A22K-07,1.6663716,-0.19450077,-1.1073552,2.2198005,-0.9403502,2.115966,1.2201915,-0.06450241,0.44901657,-2.2448425,1.7041276,-0.7917527,2.5832493,-0.0019840335,-0.9073108,0.72534984,-1.1005853,-2.04889,-3.305499,-0.8952898,1.5377909,2.435158,-2.2605107,-2.1024594,-0.49672833,-1.7669541,-2.1841888,1.4127235,0.15943623,0.3286445,-2.5084095,-3.4527953,14.06811,
TCGA-BG-A0MT-01A-11R-A104-07,0.21762754,1.3955364,-0.92932254,-1.6493564,4.7593184,-0.73044926,-1.0933672,-1.7534504,0.83344567,-0.34637913,-4.7151885,0.9855245,-0.6979254,-0.7484291,0.5586154,1.484029,-0.39664787,1.1905584,0.35360858,0.8339197,2.9187834,1.2135704,-1.1594969,-1.3616847,-1.5681634,-2.219112,-2.0611315,1.3772079,2.9427533,0.78598434,-0.32647264,0.21207628,18.69622,1.0
TCGA-B5-A3FB-01A-11R-A19W-07,-1.4206952,-2.607651,1.4844023,-1.5642543,-2.8341737,1.7703042,-1.2616006,-1.9041077,-0.8883985,-1.3871655,1.8803936,-0.0024965005,1.4435174,-1.5936394,-1.9005429,2.0796943,0.8912044,-0.5929456,-3.6232996,0.93190026,2.538297,1.8266314,-0.34316117,-0.8090996,-3.1843925,-2.3691926,-3.191575,0.3655787,4.139402,-0.64947695,-4.120781,0.29345626,13.681796,
TCGA-A5-A0G1-01A-11R-A118-07,0.0830975,-0.39616027,-1.6670986,-1.8117847,2.413667,5.2015824,1.3672897,-0.016379682,0.69369864,-3.4722714,2.4477193,1.8400387,3.897447,-1.4626788,-0.05838242,1.4084603,3.2252626,-1.6255879,-2.2435954,-2.9415832,-2.3965137,4.3487983,-1.8150604,4.2800097,1.4021775,-2.153581,-1.1948459,-0.59874946,2.6314712,0.19591735,4.877359,-2.5366778,14.83351,0.0
TCGA-EY-A4KR-01A-11R-A27V-07,2.855613,1.5833316,-0.86082476,-0.70944554,2.2253513,2.041505,1.8893359,-2.7984133,-2.0203373,-2.5858486,2.904488,1.7869481,1.052456,1.5681087,-0.43054408,3.947966,0.26483896,-1.9167713,-3.4587438,-1.1735444,4.9053087,-1.135517,-2.2736833,0.97366714,1.2836027,-0.29060757,-2.9750144,0.9803717,1.4893141,1.6265444,0.5505908,-1.212235,18.182676,
TCGA-EO-A3L0-01A-11R-A22K-07,-0.642109,-0.18158926,-0.9921104,-2.4918091,-0.6707989,1.6483243,-0.60351104,-1.0490797,0.5410412,0.057714567,-0.42596316,0.19474627,2.466164,0.46655303,-0.23782489,4.366307,2.4011788,1.5480438,-2.6089883,1.0512911,1.0967203,0.38305464,-2.28815,-3.1665459,-2.3208597,-3.630337,-1.4941351,2.3844585,1.1961627,1.2454494,-3.8302283,0.67408365,18.449364,
TCGA-BK-A56F-01A-32R-A27V-07,-2.840417,-0.15821555,-1.2620066,-1.0944564,-1.8876041,-1.0997715,1.3416048,-1.8345875,-1.2876192,-2.0190403,1.0399208,-0.18609351,0.92009264,2.3109899,-1.5178367,2.413039,0.33007497,0.87578493,-0.4818513,-0.09581937,1.6810443,0.9805168,1.5380789,-3.3502429,-2.4994197,0.56380486,0.13609786,-1.8768237,0.7474376,1.4954115,-1.2394496,0.13229378,7.311966,
TCGA-AX-A06D-01A-11R-A118-07,1.7584118,-3.081416,-1.2995777,-1.1850241,-0.700039,-0.0022363334,-3.3696623,0.085910164,-0.24548899,-0.27452722,1.457851,0.5402611,-0.92899185,1.9938644,-1.613776,4.188206,0.3807493,1.8574731,-0.3216088,-3.5929039,-1.1565163,2.7601593,-1.3901672,-0.9490623,-1.2414905,-6.029443,0.31449193,-2.2163568,-1.1798993,-1.8098102,0.85060495,2.3321996,14.942212,1.0
TCGA-EY-A1GO-01A-11R-A14D-07,-0.39325187,-3.3934112,-2.0140495,2.631684,-0.38723356,-3.3296323,-3.232203,-4.729908,-1.8060131,-2.6526628,1.1023108,-0.66055566,5.23589,-5.7564044,-2.5168078,5.5115438,3.0281758,-1.9585348,-2.8976986,0.6540777,5.215184,-3.7099588,-3.363853,-3.0230415,2.7495675,-4.2538037,-0.12598763,-0.76622486,-2.1315467,-3.055432,-1.8593339,-1.1670209,16.8281,1.0
TCGA-AP-A0LN-01A-11R-A040-07,-1.2057722,-3.9938352,0.24659556,-0.8322619,-0.38259187,-1.578435,-3.024773,2.277041,0.6231042,-2.7982974,-1.769318,1.7730564,1.924819,-0.43971944,0.9002027,-0.94213766,1.2139775,2.1073852,0.42375788,-1.5991747,2.1062164,1.193423,-2.5370705,-1.565551,1.3588189,-0.02992386,2.3198295,0.029770665,1.1609066,-0.8061567,-1.8821766,-0.18886873,6.638654,0.0
TCGA-EY-A3QX-01A-11R-A22K-07,-0.4505453,-1.9332011,0.21163923,-0.7893468,-0.159911,1.3774228,5.812779,-7.437498,-2.2850587,-0.5690732,-3.2444515,1.7299106,3.4901779,-1.4957118,-3.2285259,5.0678935,2.3210487,-1.087959,-0.6250969,-4.8092895,-0.55899954,-2.7038693,-2.1685848,-1.1689453,1.4386787,-6.252293,-7.7355375,-2.5801048,0.30463094,-2.0934439,0.13337232,0.3612063,25.085352,
TCGA-D1-A0ZV-01A-11R-A10J-07,-0.831322,-1.16226,-1.7651602,-1.349494,1.4339709,1.4566745,-0.96695197,-1.3103808,-0.34872752,-2.1495693,-0.75531614,1.3868756,0.37602082,1.8021599,-1.2721436,1.3838599,1.3253865,1.2702086,0.1505233,-0.89365387,0.9572916,3.5720835,-1.3155458,2.0850415,-1.7986101,-1.3067936,-1.4321163,-1.1633456,0.80576557,2.6370463,2.5952547,1.2806009,7.7936487,0.0
TCGA-EO-A1Y7-01A-11R-A157-07,-2.311605,-3.0761309,-3.1225371,-1.1642425,-0.37726682,2.4679856,0.3737101,-1.3254561,-0.4547277,5.0602636,-1.6853737,-2.5834732,1.8070942,-0.8749932,-2.580043,2.357568,-1.2657005,4.063324,-1.5653567,0.65333086,1.3677378,-1.1898689,-2.6220896,-1.0981201,-3.793885,-2.4022796,-0.5506866,0.7220737,4.4982643,-1.170027,-2.3767745,-0.4381287,14.931077,0.0
TCGA-FI-A3PX-01A-11R-A22K-07,4.9130664,-0.7195121,-0.25217873,-3.2953074,0.84273493,-1.7455199,4.554751,-3.979556,-0.8263239,1.0009433,-0.47473264,-1.8296902,0.1236437,-1.7147852,-2.5623007,3.400213,-3.4764566,4.002644,-3.96347,-0.21096407,1.9227943,-4.527014,-0.6661282,-1.7597574,3.2267396,-3.9419909,-3.9066806,-0.31094941,4.313544,3.3427546,-3.6740777,0.7383339,20.354258,
TCGA-DI-A1NN-01A-11R-A16F-07,2.364397,-1.4164164,3.3673732,-0.019901007,-0.6131587,1.5084667,1.7522618,-1.4083055,1.4032674,-1.3041451,-0.5141173,2.6164987,0.17390549,-0.8303934,0.6873423,1.1041366,3.4914453,-1.1299592,-4.828462,-2.1581933,3.1705365,-3.358497,-0.6985256,3.6806948,0.40143698,-2.089004,-0.48763657,-2.8907573,3.54671,1.0482329,-0.15921432,-0.37448555,15.678446,1.0
TCGA-A5-A0VO-01A-21R-A109-07,-0.580179,-0.66307575,-1.6705537,-0.73779625,0.20622486,1.1389743,-0.30199912,-0.92119545,0.8914117,0.4679613,-1.1764358,-0.02014608,1.8827837,0.46397886,0.3781866,-0.5120816,1.9626958,1.4292705,-1.3800278,0.80136824,0.11126151,-0.43123472,-0.88559973,-0.6990585,-1.3468435,-0.043806024,0.15947112,-0.8580309,-0.76753294,0.53517884,-1.3941126,-0.3695804,3.0288775,0.0
TCGA-BK-A4ZD-01A-11R-A27V-07,-4.6788282,-0.009442042,-2.045562,5.0906034,2.0844362,1.2001072,2.8595064,-0.9349941,1.2391204,3.0285914,0.4445474,-0.4107569,1.4872539,-2.4198637,-3.0195148,2.973732,-4.2591476,-1.5444217,-0.25246197,0.17283197,3.6481757,-6.194774,3.5105977,-4.2066708,-6.194484,-1.4161325,0.10444078,0.6549767,2.5397027,-0.46810755,-5.5666595,-0.8132013,20.583473,
TCGA-4E-A92E-01A-11R-A37O-07,-4.0128107,1.3159555,-1.2945213,-0.9172825,1.3604972,-0.8036721,1.9806947,-2.6435263,-0.6172384,-5.5344663,0.94509286,1.3949192,-0.40217543,-0.22098927,-0.36040896,0.22347425,-0.24322522,-0.14988801,-0.07437429,-0.85437834,2.9980843,0.76218164,-0.3825396,-3.3211052,-0.97104913,0.042042438,0.23780088,1.2181741,0.59374654,-0.11299512,0.49112383,-0.5477066,6.849209,
TCGA-BK-A13B-01A-51R-A22K-07,-1.5324572,0.054607507,-0.20130959,5.241148,-0.40020284,0.9849539,1.2957047,-1.5946689,-3.0272865,-1.7853734,-1.1732191,-0.66300327,0.81802195,-2.0430856,0.45094818,-0.8320127,0.6605976,-1.2410895,-0.020062454,-4.8354697,0.2347089,1.8660091,-4.3758035,-3.7057242,0.4336979,-3.5985513,-0.26153836,5.1808276,2.3438885,-0.05174484,-1.7608482,-3.1519113,10.573264,
TCGA-D1-A16F-01A-11R-A12I-07,-1.1449602,-1.3454067,-0.075796396,-0.51071554,-1.1921356,2.1952374,-2.5682216,-1.130822,0.86653,-4.411626,1.40424,1.0760578,2.468078,0.9166763,-1.9168464,2.3785121,2.4302583,-0.9398007,-0.49694657,-4.048379,-0.6428346,0.7302672,0.046334814,0.9308506,-1.7245018,-0.41135702,0.8586523,1.6878093,-0.46080586,2.7119591,-0.681249,1.4240851,5.4622803,0.0
TCGA-A5-A0GW-01A-11R-A16W-07,0.28361526,2.3530262,-1.5831894,-0.0036267312,0.67936856,4.6910357,0.5111924,1.6760374,-1.6969543,-2.561251,-0.5562051,-1.8233999,2.546707,-1.9711134,1.1269449,0.8126792,2.1178882,0.95849866,-2.81333,0.3657337,-1.6713722,-1.2711316,-2.852191,1.6794574,0.06877396,-0.23467155,2.174663,0.9838396,1.8821476,-0.35512725,-1.3728511,2.7040446,10.237807,0.0
TCGA-B5-A0K8-01A-11R-A14M-07,0.7331771,-1.9982506,-0.8303448,-0.17173174,1.5198239,1.9937211,1.3495337,-0.18969576,1.6876506,-1.5079814,2.9694676,4.950044,-2.999594,1.8104577,1.0526404,1.2169522,-1.6215345,0.28541625,-2.305938,-1.9740123,2.2556877,1.6188,-0.056945264,1.4885131,0.83790344,-1.9637051,1.1906071,-3.238571,-0.08999815,3.5955286,-1.34259,0.08992987,19.448296,0.0
TCGA-KP-A3VZ-01A-11R-A22K-07,4.775236,0.44427988,6.182701,3.7719405,-4.7247667,2.9954374,0.4492635,-5.755923,-1.9237545,-0.14270274,-1.5699108,-0.9965358,1.35852,6.631663,-1.0227078,6.234072,-1.5936066,2.222665,-5.403837,-3.36617,7.0105886,-2.3272562,1.4103309,0.022657964,3.2326531,-3.681813,-3.168074,-5.7451887,5.4375277,-2.1604989,-5.6608777,0.877072,16.80516,
TCGA-AJ-A3EK-01A-11R-A19W-07,-0.5469567,0.9856035,-1.652426,-1.228971,-1.7818018,3.9765518,3.7666605,-3.8937593,-2.9073205,-3.6741953,-0.34904668,-0.36548325,1.6960819,-2.8959353,-0.48794445,1.7528117,-1.8278491,-2.4323878,-4.1598034,-3.4132726,-0.85282546,-0.5270475,-1.2343843,-3.2489984,-2.0269911,0.51210093,0.48307657,1.1285897,-0.24655801,2.0645056,-1.2368317,-3.8556943,13.637224,
TCGA-FI-A2EY-01A-12R-A18M-07,-4.8987904,-14.047134,-4.751451,0.5308877,-1.4510133,3.935764,3.3243432,-0.60780525,-1.7724695,4.603257,6.5231776,3.4148343,5.5154223,6.551929,-1.5647901,-1.897522,-7.825567,5.4974093,-4.9686685,-7.505885,-0.9038811,-5.9911685,-7.3435326,2.20414,1.6898295,-3.7917883,0.45771825,-1.6388763,-0.69751734,-4.793253,-2.6330848,-0.19062714,9.966064,
TCGA-EY-A214-01A-12R-A157-07,0.16726106,0.46923003,-3.3065019,1.8223681,4.722149,3.445904,-1.0139399,-3.5652807,1.2334634,-1.5307148,-1.0873232,0.77892053,-1.1418635,1.2609191,-1.4948908,3.0915864,-1.7651445,2.5782702,-0.13522197,-5.815245,0.4607073,-0.92479855,-1.0961161,2.0518835,-3.6469517,-1.697369,0.8247105,3.8988283,2.3959239,2.3918536,-0.7958987,1.1307894,19.861921,0.0
TCGA-EY-A1GF-01A-11R-A13S-07,0.17556112,1.0877897,1.1878141,2.7056239,-1.1588285,-1.8043057,1.5614831,-2.7155123,0.27904657,-1.7477742,-1.593967,-2.3673568,0.42382643,0.60218304,-3.5149393,-1.0263155,-1.8624618,0.3458788,-2.5130403,-0.8675735,-0.31683746,1.397863,-0.42080215,-3.3673751,-3.072007,-0.42818058,1.1439435,-0.9660475,2.0406084,0.48849666,-2.1250944,-0.67740923,12.786666,0.0
TCGA-E6-A8L9-01A-21R-A37O-07,0.61905414,-3.2932272,-1.0339743,-0.67266935,-1.6683266,-0.6551196,1.0134841,3.025666,-2.1053061,-2.4863987,2.652616,0.24409503,-0.43457052,0.29900593,-4.2003565,5.181637,0.512118,-2.1236126,-0.1419685,-0.29295057,4.5510597,-2.1763692,-1.3113028,-1.186792,-0.056918558,0.16856296,-0.50032806,-0.43863693,1.0865324,-2.8216934,-1.1518567,2.9942837,23.643736,
TCGA-BG-A221-01A-21R-A157-07,0.8507727,1.224353,-0.45971352,-2.1417282,1.8889213,2.7612603,-0.069714926,-0.822097,-1.4087173,-0.7951963,1.5189533,1.161499,1.0441505,-0.6832619,0.098010466,1.6822604,-0.7196998,-1.5645167,-1.0421401,-4.257166,-0.38226944,-1.9973073,-0.75791496,1.1840117,2.4099076,-3.2771473,0.98274773,1.3799243,-0.5912999,-0.24985687,2.4228523,1.681278,13.525081,0.0
TCGA-BG-A0M4-01A-11R-A104-07,-0.39202657,-1.9957936,-0.88259345,-0.60205525,-1.3883787,2.0421617,-4.414006,-1.0206103,0.39351103,-2.6298525,0.101725556,3.7158883,2.7040555,-1.7207631,-1.4829458,0.47780254,-3.9913068,-2.8159885,-0.3561581,-4.580543,1.7458056,1.6115152,-0.26998442,-2.5602207,0.47733203,-1.6058829,2.593978,3.204567,0.10336598,-0.45755383,2.1069458,0.19600566,16.857307,0.0
TCGA-EY-A2OM-01A-11R-A18M-07,-1.5178512,0.070211105,1.3103112,-0.2274587,2.294272,3.6292942,-1.2012341,-0.92846614,-0.26726288,-5.299992,1.2046794,2.5967548,-0.56597316,-0.12744714,-1.9103068,0.8273947,0.5366549,-1.8724144,-1.7486815,1.392884,0.46666017,-0.91051817,0.24352838,1.0490558,-4.40736,-5.7728148,2.6847386,4.376124,-0.4784864,0.4432925,-4.1005535,5.377932,16.910742,
TCGA-EC-A1NJ-01A-31R-A14D-07,-1.4699914,2.2880108,-4.178713,0.60572,0.44986472,1.3376218,2.820554,-1.017546,1.2587659,-2.010307,-2.893973,-0.8231615,1.0299393,0.99972284,-0.11526666,-1.1259277,0.9312732,-0.42982855,-2.5189207,1.0204815,-0.3649286,-0.43776423,-0.7878086,-1.5046718,-2.884597,-0.67052096,-1.2073972,-0.36233416,0.9038592,1.8805048,1.068251,-0.27501997,10.541488,0.0
TCGA-B5-A3S1-01A-11R-A22K-07,-0.596881,-0.30965436,0.71542746,-0.23167515,-0.24641515,-1.6807109,2.7178328,-3.9094324,-0.38180587,-1.878751,1.9270043,2.0137284,0.6770387,0.06579274,-0.0037936538,1.4956818,1.5295264,-1.6436408,-2.6148648,-1.5414523,4.518554,-3.9736252,-2.5495331,-1.0373898,1.3687594,-1.5648688,-3.451977,-0.9752961,1.6362022,0.65665996,-1.2493235,0.5608417,17.52718,
TCGA-AX-A1C9-01A-11R-A137-07,0.018594818,-0.16838573,0.24150546,-0.6417572,-0.52961874,-1.4918063,1.0375004,-0.8760053,1.853324,-1.1723757,1.4734899,-0.30300874,-0.27167568,-0.86404645,-3.264578,0.5381695,1.9521853,-0.016769886,-1.981528,1.2021524,0.9576054,-1.2293595,-0.3354934,0.22488889,-0.6783714,-0.5825236,-0.90913844,-1.1042548,0.26257488,-0.3200171,1.6983322,0.17860173,16.599007,0.0
TCGA-D1-A1NU-01A-11R-A14D-07,1.5048095,0.4245154,3.8876326,-0.8637615,2.2214475,2.4174316,0.052800935,-0.48044464,1.2205329,1.2696135,0.6890132,2.8997183,1.7971562,-0.8076931,-1.611292,3.677465,-0.6463013,2.78963,-3.5990295,-1.7570204,2.3506906,-3.923465,-1.1270345,1.6499709,-2.4345427,-2.5832417,-1.3011367,-0.31074023,3.1051095,-0.7481544,-0.5426172,1.7690678,18.302193,0.0
TCGA-AX-A2IO-01A-11R-A180-07,0.5254186,0.92882836,-2.7119646,-1.4999617,-1.4344362,2.2369218,1.4085895,3.062534,4.888289,1.342344,-0.023846185,-0.33782458,-1.6937324,3.2532032,1.2442394,3.4491642,1.1802448,-0.24395576,-2.466472,-1.3478973,3.700259,-4.3655653,-2.707184,1.1581515,-0.4616446,-4.9613705,2.4263897,-2.41197,-1.877187,2.2418447,-2.0464656,1.7169935,17.967314,
TCGA-BS-A0TG-01A-32R-A16W-07,-0.85795856,-1.4374148,-1.579556,1.8057857,1.5285429,3.179985,-0.5379178,1.1035892,-0.7812576,-3.022872,1.6959014,-0.21589442,3.2026954,1.4440633,1.8239025,0.33672875,2.3688893,0.1599775,0.03967756,-1.2575812,-0.02542307,-1.0990025,-4.4090023,2.3499506,0.10259847,-2.7655368,2.0388668,3.3620744,-3.0812638,-0.13095921,-1.6399617,2.1519847,5.280378,1.0
TCGA-DF-A2KY-01A-21R-A213-07,-0.94678366,-0.8965839,4.3824368,0.6664422,-0.3879349,6.7819023,-2.814648,3.177802,-4.900163,-0.5502565,-2.324133,2.4725811,8.440478,-3.8898878,2.6771603,4.8304777,0.17194572,-4.709047,-2.910784,0.6234871,-1.3021778,0.1323949,-10.012555,-2.3824449,5.273648,-4.889017,1.1703676,-0.60155076,5.292362,1.8756303,0.24975987,-0.48275667,16.695219,
TCGA-B5-A11J-01A-11R-A118-07,-0.35112488,-1.2634213,1.1929604,0.6602239,0.96272033,2.8098633,-0.31601408,-2.2150085,1.6960236,-1.7395812,-1.0212872,0.528127,0.871755,-1.3023446,-0.07411352,-1.2693397,-0.6935846,-0.5255749,-1.9038187,-0.5863818,0.34363806,0.0650295,-0.825772,0.15614344,-3.6372025,-1.328708,0.4739146,1.5345865,0.31473497,1.1013585,-1.0218523,-0.8209397,5.677349,0.0
TCGA-EY-A2OO-01A-11R-A19W-07,0.37191817,-2.3545132,-4.941127,-1.8340696,-0.92650205,-1.6119187,-2.6703918,-3.0100806,-0.80711454,-5.283979,3.6646588,0.88083065,-2.486439,-2.4655433,-4.9598923,10.462639,1.9623162,-2.713467,-0.46162033,-5.8101444,0.38606015,2.6660664,0.49470037,-6.3345885,1.97609,-4.6533723,0.03819687,0.7631794,0.021258581,0.397859,-1.1160713,1.4922578,12.1918955,
TCGA-BG-A187-01A-11R-A12I-07,-5.2344337,-6.5085015,0.51322734,-1.5268996,-1.1549096,3.5160394,-2.7538462,-1.4257423,0.9449234,-3.632744,-0.639018,4.4701076,1.7549471,-1.781064,0.0084774485,-2.1060011,1.3641105,-0.11970581,1.5004764,-2.0908375,2.0313814,-3.3664632,-0.06230438,-0.014518928,-3.3460891,-0.58454186,2.8459086,0.3272761,1.2637409,-1.111868,-0.112119265,-1.8139653,4.314861,0.0
TCGA-D1-A1NY-01A-11R-A16F-07,-0.17990369,1.0261977,1.9291979,-0.5843435,0.00037159867,2.1284657,-1.4317245,0.121547356,2.134967,-2.629655,-0.0731012,1.826888,0.7835622,-2.426689,-0.16148408,2.8955066,1.6096609,-0.9113465,-1.1837416,-1.675245,-0.86522585,-0.59743893,0.95751554,0.48817992,-0.3893813,-2.5454624,0.28841186,2.5994713,-0.45372087,-1.1071426,-0.45440197,1.1574619,12.762822,0.0
TCGA-EO-A22X-01A-11R-A180-07,0.7701856,0.43910098,1.3999972,0.08960174,-4.1490345,3.5831423,1.4638386,-0.27401507,-5.0794735,-2.5534284,2.5516133,-0.2706513,1.5983187,-2.0283966,2.3500304,2.0954406,-0.4775877,-0.108150795,-3.158293,-0.963069,1.1799212,-3.5541766,-1.454587,-3.3066027,-0.7518133,0.21400648,-0.08017484,-0.18791182,-0.64227265,-3.3344727,-2.6674893,0.44648883,17.11848,
TCGA-AX-A0IZ-01A-11R-A118-07,0.658892,1.2066606,-3.370733,1.0087864,-0.9380887,2.5537856,1.816082,1.9407043,0.6243169,-2.2588284,2.8392935,-1.6791633,2.3637674,0.26021528,0.3726848,1.2551575,1.5118456,1.8304904,-1.0086775,-1.9061894,-1.7068987,0.3998233,-1.7028487,1.7637694,0.6485313,-1.5147569,0.60533863,1.8124712,-1.6106116,-1.03099,0.8875068,0.33583963,6.5115676,0.0
TCGA-BS-A0TE-01A-11R-A104-07,-0.23823895,-0.5454963,-0.4382246,-2.1127594,1.7038906,6.681703,1.9274449,-5.0950527,-0.6561217,-4.061112,-6.663058,-1.6526167,10.307501,-3.346754,-1.08405,0.66833574,2.6284573,1.4182876,-4.666487,-3.6589334,-0.7569793,-3.9792676,-7.4197993,3.8849323,5.255826,-5.719823,2.1920855,-0.0069552525,-1.880312,0.04507504,-5.3679237,-2.458305,16.488861,1.0
TCGA-EO-A2CH-01A-11R-A180-07,1.3696903,-4.076599,1.1636996,2.464802,0.73961383,0.9127142,-1.1245793,-1.3453144,3.8270876,2.6145773,0.8038453,1.861567,-1.0828218,-0.47458968,-0.9433164,0.05465964,-0.068369195,-0.7766684,-2.4003901,-1.9026129,3.7290525,-2.85493,-2.5951006,2.2430944,-2.611517,-7.280368,-0.19616428,-1.3106017,3.8343606,0.73812026,-2.2027178,0.36131695,20.923538,
TCGA-D1-A0ZR-01A-21R-A10J-07,-1.0880455,-0.81523967,1.3186685,-1.1938269,-1.7914973,-0.7475651,-2.662493,-3.00399,-0.7078589,-1.7481673,-0.62508285,-0.79331875,0.7849075,0.07676163,-6.481726,2.4480705,-0.572104,1.158771,-0.7815419,-0.81205535,2.0899355,2.9605234,-0.65421385,-1.6918331,-3.1507518,-0.5531808,2.4932005,-1.0619352,0.7360346,2.8768497,0.7211801,1.0101504,9.251747,0.0
TCGA-B5-A0JV-01A-11R-A104-07,-1.5299486,-0.44725022,1.2556478,1.4227557,-1.2098856,-0.51040787,-0.72660434,-0.011574413,0.8209799,0.7772405,-2.0885823,2.0952847,0.23261614,-3.03285,-0.84609324,0.65426487,-0.2686406,0.798451,-0.85406095,-0.03408202,0.23326622,0.15208162,0.6773841,-2.0716393,0.31520626,-1.9775035,0.7936992,-0.3876157,1.124029,-1.3109738,-1.541754,-2.6602437,14.6312895,1.0
