,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-DF-A2KU-01A-11R-A180-07,0.55671316,-2.9032125,1.6036385,-6.2072916,-0.8632761,5.6621184,-1.0046564,2.689674,-8.160477,0.56067604,-2.937076,-0.92087567,0.19047633,-1.7348865,4.9123287,5.4227843,-1.9121925,3.2032986,-6.0004725,1.9072945,-1.8369586,4.2945843,-8.83862,-3.087251,-0.7241634,-2.9180467,-0.4704252,-2.6905482,4.760082,-2.52966,2.4145217,-0.7456622,15.728711,
TCGA-D1-A169-01A-11R-A12I-07,-5.803167,-6.3019285,-1.1035591,0.27907377,-0.16950345,9.018047,-3.49354,-1.6509827,-2.2059524,-3.3976405,-3.9845264,4.297885,-0.59970564,-0.6727932,-0.8849989,1.8751113,0.2797168,2.7362127,2.694322,-6.458151,1.3458647,-2.910384,-4.1995735,3.0887742,-5.632519,0.2335983,4.2651467,3.998525,2.3965726,0.22439013,1.1894047,1.0941533,13.647548,1.0
TCGA-AX-A3FT-01A-11R-A22K-07,0.85100585,-0.50519115,-4.7933207,0.52798665,-2.0990977,1.3238086,3.302601,-1.4355626,-2.8319266,-0.014877705,6.0634365,0.77367866,5.286055,1.052227,-1.7682251,3.0164192,0.35093716,-2.8440678,-1.9069796,-1.0705132,-2.2854617,1.0026158,-1.4728177,1.403566,2.1784573,-0.8741537,0.7609612,-2.8882701,2.3029516,0.09233061,0.7585585,-1.1229943,12.524977,
TCGA-BG-A0M0-01A-11R-A104-07,-1.2270132,-2.79334,-2.6178625,-0.26768604,0.002630875,-0.03854799,-2.2128,-0.44827834,1.2411456,3.7651875,-4.0291514,1.6651499,2.1437516,-2.3766074,-1.2496015,1.9660528,1.0034609,2.1841486,1.1180743,3.3569198,0.25223356,-0.45141923,-1.4422072,-0.8544301,-0.66259027,-4.3131943,3.7088027,-1.0716004,0.80711013,-0.07514315,-2.1482902,-1.2319994,15.276737,0.0
TCGA-D1-A101-01A-12R-A10J-07,-0.62330556,0.4544641,-2.6307652,-0.5734407,-1.3258214,3.2549577,1.0654126,1.211618,0.978295,-1.4938807,-0.13367534,0.38888824,0.8591947,2.1856499,0.6803266,0.794557,2.439694,-0.020239826,-1.4501629,-0.34056252,-0.6814979,-0.47409424,-0.7491645,0.9309784,-0.95731187,-0.57977605,1.0884633,0.5200282,-0.58859956,1.8896514,1.2857176,0.47387558,6.0320034,0.0
TCGA-AP-A0LO-01A-11R-A040-07,-1.5518526,-2.6592944,-0.4320717,1.3526466,-1.3467721,1.288484,-0.66463435,0.8834121,1.2611616,4.1764383,-3.0338457,-1.2860085,1.0229987,-1.9270952,0.35409185,-1.0089515,1.0930231,-1.1722686,-0.77045935,-0.41328514,0.3369859,-3.4241037,-1.4838046,0.19594339,-0.9128935,-1.9014974,0.5470197,0.07413228,3.395558,0.86825794,-3.5974681,-1.4485029,15.343335,1.0
TCGA-B5-A11Q-01A-11R-A118-07,-2.9445562,-5.2089005,-6.4734163,4.124839,-1.7575897,0.17775913,0.8356417,-3.4149501,0.15599021,5.66096,-1.4869885,0.3769925,0.5026644,1.516165,-3.9283888,-0.033821166,-0.65462226,0.8122498,0.7765705,-3.109209,-3.0974169,-2.5853586,-1.930825,-4.6370707,-1.8528732,-9.871151,3.144276,-2.110452,0.27250868,-1.028277,4.8763676,0.34487855,14.018237,0.0
TCGA-AP-A0LJ-01A-11R-A040-07,-1.578585,-4.474512,0.20013843,-1.2687366,-1.0705186,-0.30491897,-4.4613533,2.4817643,0.08973404,-2.079717,-1.0453776,0.5597644,3.0228057,1.4334505,-1.2659075,-0.03469122,2.5662546,1.5938883,0.88176566,-1.8492079,0.5511078,1.3645973,-3.900486,1.2521154,-0.22047865,0.4912355,1.7509446,0.9434203,0.7985644,0.056594532,-0.9183738,-0.308404,5.342334,0.0
TCGA-AX-A06J-01A-11R-A00V-07,-5.5804415,-8.559472,0.48184592,-4.3178005,-3.8114228,4.6246324,-6.970533,-4.0705357,-2.071114,-2.8268704,0.5371824,1.0261307,3.1438909,-0.8478515,-3.3727415,1.5748391,-1.4034982,2.2564692,1.0429722,-5.0618906,-0.922875,1.8285024,-2.119126,0.18814994,-5.142587,-1.8586084,5.205299,4.8816743,3.7459562,-0.6559106,-0.22944298,1.5221043,11.414199,0.0
TCGA-D1-A17Q-01A-11R-A12I-07,-4.5370493,-5.4024067,-0.38162875,-1.1319814,-0.29223198,4.8697047,-4.847116,-2.986795,0.41096884,-3.2156963,-0.69355357,6.1250505,0.47260338,-2.6025574,0.38314784,2.4074755,-2.1406732,0.87359697,0.7722511,-1.3147991,-0.028251082,-3.3014917,1.4150409,-2.4329424,-4.554622,-0.57783985,4.9552736,-0.41801432,0.7655745,1.7926878,1.3171223,-0.961945,13.016401,0.0
TCGA-AP-A1DQ-01A-11R-A137-07,2.3208978,0.49334252,-0.19792956,0.4976138,-0.16747935,-0.1505878,-0.3160113,-1.0088631,2.2009804,-2.6440024,-0.53916466,0.29804438,-2.8532,2.141051,-0.9964903,2.2864532,1.3210102,-0.4867867,-3.6017058,1.1320307,3.6809952,-0.71961,-1.156753,-0.04341187,1.7187574,-2.9123313,-0.25192055,-2.5347643,1.3360311,2.823218,-1.613484,1.0236717,8.198391,1.0
TCGA-B5-A5OC-01A-21R-A27V-07,-0.87684,3.7764816,-4.3420253,0.73814243,-1.2276466,0.16208783,4.711806,-1.5640202,-1.990287,-3.566454,0.35977978,-2.2769518,0.51198786,-0.013779599,-1.123329,2.2116463,0.1941691,-2.4238856,-0.9102497,-4.7533803,0.73178524,0.90218115,-0.6539061,-1.3762952,-0.562509,-1.6241708,-0.033070624,2.3891492,0.030336471,1.4226775,1.4331543,-1.724687,9.733862,
TCGA-AP-A0LL-01A-12R-A104-07,-7.5198007,-6.622364,-6.6858134,2.6677246,-1.4253881,-1.7032148,3.0753672,0.42536932,-2.3795528,0.14936617,-0.4089859,2.7989528,1.5755975,3.1181142,0.622156,-1.32394,-0.91345465,5.9198756,3.1048276,-3.2082026,-1.7786938,-1.6089023,-5.199396,-2.1419015,0.8035467,-3.677817,4.432343,0.9201869,0.8524073,-1.4602766,4.595921,2.9461527,9.976648,1.0
TCGA-AP-A05A-01A-11R-A00V-07,-2.487124,-6.147216,-2.8075106,2.1040616,0.50637907,4.2177362,-0.8660299,3.0024166,2.9086697,3.5752673,3.383433,1.9350758,0.23252188,-1.0525061,-0.8294602,2.8451028,-1.056526,2.8994536,1.0047976,-1.762653,3.1215484,-6.632863,-5.420477,1.9656754,-1.5331159,-4.24991,0.955486,0.045401424,-5.050568,-3.0306654,-2.5404782,2.5989404,16.065174,0.0
TCGA-E6-A2P8-01A-11R-A19W-07,-0.7223157,1.8237,0.96906805,-1.134654,-2.9466727,5.456954,3.3678672,-2.0399356,-3.0742645,-4.131772,2.32819,0.033946034,1.45219,-1.9692686,0.2655765,4.32356,0.24678399,-4.4383664,-3.6417582,-1.5398246,-1.927965,-1.4460622,-2.466306,-0.53983384,1.9174962,-2.0953891,2.0281203,-1.5904528,3.1766982,3.0268712,-1.3481642,0.35906574,15.161059,
TCGA-EO-A3AV-01A-12R-A19W-07,-2.7891905,0.7796097,-2.2884934,-1.334952,2.5172737,6.1619487,0.060384005,-2.5072224,-3.3309476,-3.0693235,1.8620957,1.7440758,8.075026,-1.3517803,0.09275806,3.277592,2.9174504,-1.4624281,-1.8604746,-2.5633152,-0.07162752,0.84808266,-5.815593,1.4157786,1.8480779,-1.8426646,-4.141016,5.8041773,0.072250396,0.26227215,1.4364495,-3.4217455,15.0401745,
TCGA-AX-A2H5-01A-11R-A17B-07,3.2861652,0.9857614,2.835396,1.0115564,-1.0506235,7.3653016,-0.21868153,-4.6719046,6.978451,-4.1372385,7.1460433,5.408437,5.5970025,4.500358,-2.6467896,7.412308,0.06577234,5.749939,-4.041733,-6.2882257,2.3101182,4.7340326,-2.8931146,5.1541896,0.8110661,-8.458489,4.050229,-6.9554267,2.9070945,1.1367248,-7.9281025,2.0564811,16.34687,
TCGA-BG-A0M9-01A-21R-A104-07,-1.1544405,-3.7844067,-0.33900204,-0.3697415,-0.083157,1.3564517,-3.9632673,-1.0982178,-0.50214034,1.5553664,-0.76896167,-0.004273693,1.8743527,1.0676972,-1.7400129,0.93058723,1.2661986,3.304082,-0.83623093,-0.8238102,-0.30077222,0.5709194,-2.0372002,0.20633972,-3.1443436,-1.3487023,0.9703608,0.8535206,0.801415,2.1528957,-1.4018162,1.7679607,7.703211,0.0
TCGA-AJ-A3BK-01A-11R-A19W-07,-2.060403,-2.9510255,-0.5261439,0.18237472,-0.7905412,2.128333,-0.7887794,-0.20749436,-2.2348673,0.32619163,-0.66868603,1.3315886,2.256401,-1.6116594,1.0081092,1.150975,1.8159691,2.5825038,-0.40089282,1.6380701,2.769584,0.6526131,-4.0439506,0.021772236,-0.055949457,-0.7545144,-2.51828,1.1748345,2.2178931,-1.5412021,0.17070217,-1.9127992,13.407161,
TCGA-KP-A3W0-01A-21R-A22K-07,-1.6053112,1.0275598,0.35386404,-0.24431425,2.4540515,1.6873602,3.543477,2.5459077,1.1098624,-1.6853331,5.2598157,2.3495762,-0.7487469,2.4960177,1.0482848,5.6246734,-0.30408865,-1.4070994,-0.06239895,-2.9504647,3.445037,-0.88580406,-1.4508014,-2.503397,-0.009414418,-1.7034389,-0.44752154,-0.78408134,4.2520237,1.455691,-4.378267,1.0373555,18.021313,
TCGA-B5-A11H-01A-11R-A118-07,-0.18466325,0.6095758,-1.7153794,-1.6859349,1.0926841,3.566652,0.52606505,-1.8119771,-0.36055866,-1.8551607,-3.0405283,0.41126037,-0.26560798,-0.48770067,0.07568612,-0.5195318,-0.9820518,1.2240598,-3.1741698,-1.2577795,-0.64163005,0.626311,-1.3007535,-0.13290368,-1.7672807,0.267598,-0.5352309,-0.042223148,0.7524358,0.33758545,0.44178018,-0.3731723,16.904879,0.0
TCGA-QF-A5YS-01A-11R-A31O-07,-2.3095582,-2.2113206,-0.40999794,-0.9552535,-1.476132,-2.0195088,-0.32079723,0.20691335,-1.2687187,-1.7054117,2.2318552,2.1121137,2.0951092,0.512086,0.55902714,4.03702,2.092421,2.8778193,-0.8402039,-0.35265902,0.9645191,4.0316453,-1.291456,-2.1153932,0.7691895,-2.6823056,-2.5606256,-1.4497386,2.3250668,-1.5431006,-0.46602875,-1.4912816,10.875193,
TCGA-D1-A17B-01A-22R-A12I-07,-6.373455,-3.090556,-0.9171985,-1.7053232,0.5871596,5.7267966,-3.3808177,-1.8699628,-2.1135883,-8.69388,-3.2711368,4.3024645,-0.48409823,-0.7410857,-3.0136826,0.42139766,0.51157415,-2.005099,1.4741445,-3.0633767,1.8034676,-1.5678642,-1.474882,4.0756497,-4.5066094,-0.18400356,2.833687,2.468474,1.7036897,0.3598467,2.459154,-0.64425725,7.432015,0.0
TCGA-AJ-A2QK-01A-11R-A18M-07,0.55784684,2.2821581,-1.1560477,-2.481686,1.2317556,-0.3116333,-0.4919033,0.094423234,-0.2937045,-2.2938724,-3.3006966,-0.63590527,-2.5625634,3.25267,0.38728258,5.1910343,0.46979377,0.36237523,-1.3809775,-2.3174756,-0.62105554,-2.3940763,-0.4771499,1.7083191,-2.0602076,-1.5257348,3.730343,-1.6080811,6.621635,1.033841,-0.38631228,-1.0396378,10.570776,
TCGA-D1-A177-01A-21R-A12I-07,-1.1664859,-2.216084,-0.23747988,0.0033024484,-3.107276,3.4407494,-0.5274298,-4.036736,1.4262671,-1.6158156,-1.3643205,2.2165313,3.4005394,-7.642073,-0.898459,2.451645,-4.2823505,5.007017,-3.921261,-5.6808095,-1.3094853,-2.7707725,0.274796,-5.5636077,-0.76627004,-3.2605906,5.789569,-2.1940868,-0.6876049,0.18926187,1.3161256,-5.924834,13.285415,1.0
TCGA-B5-A3FC-01A-11R-A22K-07,-2.2764452,2.732926,-3.097776,-1.9454248,-1.0963649,5.072558,3.2272508,2.280059,-4.136956,-0.94142175,-2.7276459,0.698008,1.5220685,3.4296455,2.6250105,3.0260828,-0.8148893,1.8864433,-1.8603114,2.8610902,0.8310872,1.5552617,-1.4327049,-2.8311028,0.02182138,-1.1839646,-1.9075806,-2.72761,5.2157116,-1.6356944,-3.607439,-3.390354,19.25638,
TCGA-BS-A0UT-01A-11R-A104-07,-1.078744,-2.4978302,-4.999536,3.3745239,1.2632097,-2.2334409,0.08747391,-0.33108765,-0.42526525,-0.75722265,4.640006,0.7187787,2.4244132,0.3162418,0.39880168,3.5685368,0.96059614,3.3781004,3.505511,-3.3088543,-1.1615523,-1.1892246,-2.7628477,-2.4896605,2.108277,-2.785825,2.9370668,1.164773,-1.7679732,-0.16322708,-1.3550761,4.00201,16.257702,0.0
TCGA-B5-A3FD-01A-11R-A19W-07,-2.0335386,-1.7807549,-1.7355067,-1.7540743,-3.4887505,0.4068081,-0.42453074,0.33950117,0.30918738,2.496886,-2.54414,0.79600286,0.4627122,-1.060969,-0.49954417,4.9809537,2.0808637,4.5467896,-1.8137568,2.7786849,3.7291794,-1.140701,-3.4244707,-2.0159533,0.3850304,-1.3726703,-0.362364,-0.4414193,3.232165,1.6139793,-2.5029151,-2.239922,13.846126,
TCGA-D1-A175-01A-11R-A12I-07,-0.84204805,1.0580413,1.2650235,0.18378189,-1.9024737,2.4548187,-0.09531736,-2.2084453,1.5749975,-2.299585,-0.86305827,1.4473627,0.08754368,-1.5566294,0.5337974,0.99746674,-2.9936197,0.95397973,-2.478674,-0.26922143,-0.2547317,0.10044285,1.2476224,-3.9249105,-2.4118063,-0.90327454,3.5235796,-1.9448519,1.5643517,1.3870839,-0.82825154,-0.24966186,7.1821556,0.0
TCGA-EO-A3KX-01A-11R-A22K-07,0.17910014,0.3876843,-1.0537343,-0.32217756,-3.3349314,-1.569002,2.687706,-0.82487565,-1.2833071,0.1210416,2.8254316,-0.9061814,0.28875464,-1.9822383,-1.5338717,4.095645,-1.7231863,1.0811031,-1.076503,2.6130786,-2.7157338,1.0118154,0.81383115,-3.7698557,-1.4126848,-4.622423,0.07818764,-2.3699799,1.768159,-0.6488678,-2.9356716,-0.84079194,15.422863,
TCGA-AP-A059-01A-21R-A118-07,1.8010548,1.3494649,-0.17959693,-3.246466,0.4479414,4.0626054,1.4149696,-0.4745799,0.31594804,-3.936443,0.14971088,0.7263052,3.1372702,-2.4613888,-1.4132681,0.0067572705,2.2350736,-1.9578879,-4.11005,-0.1447857,1.0640782,2.1484997,-1.5405885,1.4172812,1.5681288,0.27378485,-1.411408,-0.8294726,0.9369201,1.1914747,3.2376297,-2.0938177,13.16993,0.0
TCGA-AJ-A8CV-01A-11R-A37O-07,-1.4832592,-1.1117649,0.025092378,-1.1588973,-1.7184131,0.39988708,-0.66745394,-0.6571409,-1.4595637,-0.9578363,1.0153836,-0.2683229,1.9753857,-0.21320449,-2.1849527,1.8892858,0.9890117,0.64670545,-1.3452889,-0.2770602,0.84099376,2.2580287,-1.4613961,-0.92952645,-1.5946374,-0.169619,-2.0427012,0.6206028,0.90745896,1.0219618,-0.15388174,-1.5395077,4.800647,
TCGA-FI-A2D2-01A-11R-A17B-07,0.14826845,-1.4447824,1.2138922,0.7647686,3.5382285,2.3233929,-0.07438823,-2.4532595,3.0195408,-3.8650353,2.3697946,1.9766046,-0.71095324,1.5003929,0.50153166,1.1114808,-0.528677,-1.143547,-0.7409377,-2.2808144,3.6949828,-2.165362,-1.5566219,0.14807194,-3.4683208,-3.1273596,1.1851617,1.5314419,0.15465364,1.4330738,-1.5334188,2.1023276,9.260096,0.0
TCGA-EY-A1G7-01A-11R-A13S-07,5.14547,-3.38621,2.130291,-0.555756,1.3168831,-0.29665723,-1.5026336,-4.700328,4.8371506,-5.118114,5.1215205,-2.7077832,-0.85963875,-2.3272493,-3.807132,0.7867703,2.119594,-3.9725828,-3.2887168,-5.2415404,1.1931598,-1.5310898,-2.5300653,-3.1607165,-1.3595073,-3.2485895,-0.39071587,-3.5121636,-1.6504129,-2.21964,-2.3975222,-0.21011396,14.022971,1.0
TCGA-AX-A1CR-01A-12R-A137-07,0.32387403,-5.5623603,-2.7507222,3.5359704,2.4050493,0.16424905,2.0129426,-1.8704555,3.2620702,1.583098,1.1827337,1.5758679,1.7471025,5.504181,-0.79691654,-0.90619075,0.2768002,2.2539856,-2.7887692,-1.8178954,2.5195067,-4.0426717,-3.6189432,5.5870914,-0.6796639,-4.645518,0.47217104,-1.204921,2.445199,1.5868971,-0.173585,1.9247309,18.68547,0.0
TCGA-EY-A1G8-01A-11R-A13S-07,0.42727688,-0.78422314,1.9924583,-0.36490825,-2.663168,-2.6966395,-1.6765021,0.7142358,0.6575098,-1.8536855,-2.9733043,0.97091943,1.6784065,-2.661605,0.86098933,4.182995,1.7669088,4.070164,-2.8483238,-1.6542835,-1.885271,-1.2051936,-2.078548,-2.2383366,-0.050141983,-6.031391,-0.024794716,1.0249372,1.312979,-2.852778,-2.6913326,-0.25452462,15.94915,0.0
TCGA-D1-A3JP-01A-31R-A22K-07,-1.3167722,0.35196522,-4.622956,0.0750694,2.7059407,1.605014,1.9390546,-5.7718816,-0.11477098,-6.693578,-3.9022915,-0.33580306,5.4622602,3.8876173,-0.2270464,5.5608997,1.832474,-3.5055714,-2.3215985,-6.267688,4.933106,1.6331369,-4.5799446,-0.25853723,4.364905,-2.0416913,-2.4448457,-0.70366174,-1.4294649,1.7492476,-1.2126045,-1.0941199,19.747204,
TCGA-D1-A0ZO-01A-11R-A118-07,-1.333973,0.30244958,-0.850638,-0.8782214,-0.87146014,2.5645719,-0.3649682,-1.3617085,0.33877924,-2.8019361,-2.1395655,0.27194372,0.5346527,1.6639473,-2.4861667,1.6013339,0.23117277,0.122209184,-0.70953333,-1.3004531,0.14476895,2.4551456,-0.7100454,-1.0526724,-1.8102255,1.2809007,1.6148924,-0.7050281,-0.70280695,3.4918938,0.6499796,0.68628716,8.692921,0.0
TCGA-D1-A2G5-01A-11R-A17B-07,-1.367704,0.62147534,0.83333564,-3.2811599,-2.1035385,-0.551053,-2.1842237,-3.2918239,1.0001659,-0.098862514,-0.35426423,-0.26389492,-1.403144,-1.8173369,-5.4107475,2.7273955,0.8970006,0.9131193,0.39804697,-1.1049049,1.630948,0.073167354,1.606251,-3.0550237,-2.3745522,-3.324366,4.1235275,-0.1789039,3.1281002,0.07275541,-1.5388057,1.970422,13.969734,1.0
TCGA-AP-A051-01A-21R-A00V-07,-1.1818135,1.9264958,1.0509862,1.1002563,-1.2843131,1.265273,1.0630068,-3.2951183,0.0030319998,-2.1888256,-1.4414691,-1.3782027,-1.4247864,-2.7530913,-0.81482613,-0.8426698,-1.3720944,-2.5574036,-3.3258688,-2.5955026,-0.6831656,-1.6647129,-0.8455599,-3.1074152,-0.7478151,-1.613686,2.5181687,0.017107632,1.7101302,1.3181676,0.23468289,-1.6963348,17.249805,0.0
TCGA-AX-A2H8-01A-11R-A17B-07,2.8732722,0.41401216,1.9164617,-1.2586062,3.5824242,0.23658502,1.1402141,-0.82109594,2.1000335,-2.2443867,1.9724636,1.5570852,-6.179074,1.116395,-1.9365952,2.8332772,1.4634504,1.2399356,-1.9286691,-3.803296,1.6432027,-3.555228,-1.1046075,0.9971017,-1.8823053,-4.2963758,1.5451094,-0.6758686,1.3444399,1.3348389,-1.4216173,1.2139344,21.550892,0.0
TCGA-FI-A2D5-01A-11R-A17B-07,-0.11752362,0.22888088,2.7969074,-2.4714344,-1.1681142,6.9284725,-0.24392845,-1.7785194,0.7552076,-4.306239,-1.627816,2.1904466,-1.4669527,-2.192625,1.7202854,-0.06677195,-2.1658394,-0.49227178,-3.646825,0.15764946,-1.7363104,-0.62085074,-2.294729,-2.73687,-1.0406809,-2.7957988,5.220863,0.4549955,2.1044183,2.514017,-2.238773,5.3736234,18.427834,1.0
TCGA-B5-A3F9-01A-21R-A22K-07,-1.6864069,0.046170842,-1.1828452,-0.34499228,-0.0979424,-0.86904883,0.12556908,0.041419942,-0.70451623,-1.0441201,-0.5985287,-0.23374988,1.3248132,0.6106688,-0.21949609,0.97041965,2.2896707,0.4783864,-0.5086274,2.8325222,3.5112276,0.40520316,-1.6589463,-2.3092113,-0.66590005,-0.6791891,-1.655261,-0.42548928,0.9776147,1.0082107,-2.7449033,-1.3671703,5.2548213,
TCGA-BK-A139-01C-08R-A277-07,1.0803026,13.145264,-5.442628,-3.0597796,-0.7965666,-4.9977603,7.0870237,-5.561455,-2.985017,-2.715531,3.1523583,3.641003,0.6117839,11.6797285,-4.1518116,0.5592313,-0.09450848,-1.5173783,-0.42464352,-6.886351,-0.80420345,-1.5138985,-5.5423493,-3.1112788,-16.33687,-11.676725,-3.0060248,-2.5918822,2.4353433,-2.5994542,-4.4101415,0.89094263,13.016344,0.0
TCGA-E6-A2P9-01A-11R-A19W-07,-2.0246623,-0.5930591,-0.73919606,2.1094751,-3.0546043,0.2646542,0.9355961,-2.9479027,-1.4230179,-0.61033,0.24414863,-2.059399,-1.9822328,-2.9888349,-3.7196963,2.1987112,-2.5756884,-1.9060441,-1.5378418,-0.5393672,0.26084396,1.2640356,-0.18679024,-4.8481474,-3.1194122,-1.6024972,0.6461346,-0.22964585,2.7949107,0.07416754,0.87254375,-1.4521989,13.100081,
TCGA-EO-A3AY-01A-12R-A19W-07,-1.3927902,-5.7431564,0.82735753,0.39809218,-0.10316355,6.843465,-4.156814,1.4923627,-4.397878,1.6583012,2.284833,2.5390306,4.9487395,-2.0475695,3.151273,0.6110443,2.968947,2.7356153,-3.1719491,0.2984997,2.9893453,-0.25456822,-8.406627,0.51493263,-0.6753762,-2.7345068,-3.752464,5.1629834,0.0025640256,-2.6670341,1.3219111,-0.86399376,10.188035,
TCGA-B5-A11Z-01A-11R-A10J-07,-1.1531022,-0.23901711,-1.2487266,1.5130589,-0.53532815,-1.9009777,0.043304842,-2.954573,0.50456315,-2.875382,-2.0977228,0.65065485,-0.70359117,0.2859628,-1.3203773,-0.60166943,0.56198263,1.6494446,0.8467883,-4.481579,0.90200347,0.974463,-0.072068274,-3.889985,1.5556943,-1.3794233,4.406572,-0.382115,0.67845285,0.24208926,-1.1611112,0.40139547,8.303947,0.0
TCGA-BG-A0W2-01A-11R-A109-07,-0.5785847,-0.4107995,-0.36387908,-0.83345306,0.20509328,-1.9339011,-1.4761878,1.1049675,0.3130524,-1.9219818,-0.48211867,-0.4332857,1.3401803,1.5891403,0.9756278,-0.7825201,2.7059834,1.0156652,0.15767647,1.4256594,2.0085785,0.060541537,-1.187423,-1.8537661,-0.37253588,-0.07978213,0.5738623,-1.4600735,1.5457103,-0.98657155,-2.2418642,0.27677548,5.6325874,0.0
TCGA-DI-A1BY-01A-21R-A137-07,-3.5162935,-2.116724,-5.9507494,-0.26708648,-0.72686994,-0.05778784,0.31620905,1.0228958,-1.6325567,-0.8278453,1.6720406,-1.0549773,1.3219943,2.9465873,-0.08239628,0.13454302,1.7041028,3.719418,-1.0031917,1.3459346,-1.8711209,-1.0130951,-0.55268264,-0.15137736,-0.21072169,-0.7135764,0.8871963,-2.018078,-0.91624296,-0.48863253,2.0589354,2.258566,13.405242,
TCGA-AX-A2HA-01A-12R-A18M-07,-3.972011,-0.15086773,-2.801582,-0.07288392,0.60572946,1.3742994,0.40059784,-2.4389498,-3.402901,2.273081,-0.086937375,-1.5432838,-1.5360867,3.5121245,-1.1188153,1.0593213,2.5121481,-1.267437,0.5788759,0.49572298,0.5368348,-5.076551,-2.4137454,3.4945118,-2.3754857,-7.079771,5.0587974,2.547456,-0.6363546,-5.20386,-1.496385,-2.5027602,11.783735,
TCGA-AX-A063-01A-11R-A00V-07,-1.4456415,1.0984211,-2.8452773,0.098616295,-0.5500366,1.1960334,1.1075479,-0.49028617,-0.29651275,-0.9588217,-1.3182812,0.6344192,-0.787708,-0.7670202,-1.2289686,0.58734506,-0.49150446,0.22257599,0.05811768,-1.6426848,-1.4347091,1.1910387,-0.21442477,-0.13212334,0.4479184,-1.5207078,1.5292703,-1.0417446,0.68683285,0.32545438,3.0926242,-0.6978985,7.4842787,0.0
TCGA-D1-A16O-01A-11R-A12I-07,-1.8023261,-3.3924174,-2.425524,2.7067838,0.31257987,0.4252666,-2.8342285,-2.2920578,-0.40950358,-0.89449584,-1.6921684,-0.0999671,1.3129723,1.8316727,-0.6200221,0.48208606,-1.8224179,0.51146543,-1.3289825,-1.7264264,0.3971032,0.13439547,-0.3557237,-2.6563418,-3.0413642,-0.6368233,2.9413893,-1.9460346,-1.7805628,2.9363203,-1.571683,-0.4790412,9.432577,0.0
TCGA-D1-A17A-01A-11R-A12I-07,-0.11340276,-0.6274418,-0.84224105,-0.0027368017,-1.5579101,2.608256,-3.8246088,-0.24271712,0.013816217,1.0923599,-0.14394422,1.361196,1.5980344,0.34787565,-0.710131,1.1400346,0.75439644,-2.1708572,0.64948535,-4.2550454,-0.9375161,1.9167004,-0.9749241,0.4114882,0.9665719,-2.4150572,2.903961,3.154542,0.9089559,3.011585,-0.21045457,-0.1599812,14.288388,0.0
TCGA-D1-A1O0-01A-11R-A17B-07,-2.1207848,1.2394574,-3.3304412,-4.8791738,-0.70317733,-0.11146361,1.6087241,1.2102401,3.4125125,2.4402661,-2.619805,4.408445,-0.3188846,-4.0974827,-2.514791,4.1399975,-2.7381673,7.0910525,0.4339112,-0.40341315,0.18766804,-1.9549571,0.020682804,-3.0137305,0.5971956,-3.1903682,0.8092325,-1.7879529,2.1170228,0.962989,2.495396,2.0005705,19.75857,0.0
TCGA-AP-A05J-01A-11R-A00V-07,-2.518385,-11.243704,1.9738092,-0.044625077,0.5994961,5.804097,-4.3939886,2.736801,3.6996229,1.0212969,-0.211125,2.605953,2.337847,-2.2402682,1.3918008,4.063073,-2.4091048,4.5725527,-0.25673658,0.2551805,3.6911464,-5.985833,-2.8883777,2.8872802,-2.5354745,-1.877327,1.6642349,-0.4354474,-1.2940129,-2.6662283,0.67681587,1.4957391,15.2175,0.0
