,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,recon_err,y
TCGA-AJ-A3NF-01A-11R-A22K-07,0.94373536,2.1471379,-1.9999841,-0.37463143,-1.6922239,3.9099576,2.970701,-0.10095176,2.496756,-5.1626234,0.72388655,1.323684,-1.1505331,1.6962813,-0.33659324,4.1120267,2.8854704,-2.3916986,-4.1324797,-1.0716484,5.3073945,-1.2594982,-2.07885,-2.7872698,1.1559784,0.18947099,-1.1609983,0.5876507,0.038790803,5.411126,-0.5127884,0.09697458,11.075281,
TCGA-BK-A0C9-01A-11R-A00V-07,-4.227359,-5.173104,-0.73867,-1.6665587,-2.523719,4.0170116,-2.9123778,0.17881513,-0.12999807,0.42998138,-2.716834,2.6730304,2.7500198,-2.356343,-2.6098037,1.4058728,0.14593396,1.6321929,1.2640432,-2.135871,0.8800128,-1.2647393,-2.4327593,-0.11667635,-1.5421456,1.4748702,3.0390282,1.4289494,1.9947507,-0.84038675,0.75087214,-0.8660147,9.784475,1.0
TCGA-FI-A2CY-01A-11R-A17B-07,2.372837,0.7748324,3.9301534,-2.3618894,1.8682292,4.0943127,5.0111284,-2.112658,3.610935,-4.251804,0.83123183,2.7004833,1.8018463,1.8747246,-1.1759288,1.6458634,1.7778378,-0.35374284,-3.8509367,-5.7925353,4.2048903,-2.8873498,1.4755052,5.088721,-2.758628,-2.8399503,-0.2626005,0.76529104,3.233303,-2.090059,-1.4854043,-1.2724138,17.04471,0.0
TCGA-B5-A0K4-01A-11R-A040-07,-0.43093455,-4.5341473,1.14695,-1.3677056,0.7509896,3.2780788,-5.4997473,1.8617303,1.3912203,1.4440625,-4.431268,1.025145,3.4225485,-3.089564,2.0586493,2.8476422,-1.5424091,0.74286276,2.4076185,-4.5885854,0.6018646,0.31948695,-4.620272,-1.4422206,-1.7915069,-4.8531394,5.546218,3.2083209,5.308069,2.2265491,-3.17792,0.7005885,17.123207,0.0
TCGA-E6-A1LX-01A-11R-A14D-07,0.90113944,-1.4338778,2.0830247,-2.4154673,-3.6858487,-1.736409,-3.1547983,0.2888977,3.5209098,-1.417464,-1.4631454,-1.2078136,6.5800204,-3.70842,2.3235748,-0.029333025,-2.2292838,4.387338,-4.9755177,-5.093759,-2.8173506,-4.0047293,-1.7541763,-1.6596307,-1.889557,-3.272787,3.7530339,-1.620341,3.5125992,1.7515632,-0.2043898,-4.1153326,13.472082,0.0
TCGA-D1-A17U-01A-21R-A12I-07,-1.1827084,-1.5520238,0.739346,-0.4225979,-0.45816407,2.3410802,-1.8181747,-1.8033192,0.23371868,-3.0903964,-0.78612924,1.0320641,2.6193879,-0.7516228,-1.6193578,-0.15170069,-0.87803364,0.51554227,-1.365035,-2.885017,-1.3508937,1.159166,-0.94224924,-0.27858898,-1.9993141,0.08107701,2.4020495,2.2262948,-0.09774339,0.90047365,-1.35332,-1.839866,7.3685155,0.0
TCGA-B5-A11S-01A-11R-A118-07,-2.1283643,1.369523,0.3963309,-0.76101184,0.73512495,-0.15540674,-1.3080782,-1.8970251,1.5941346,-0.41656113,-2.3646936,-0.06287291,-0.51097697,-0.12651978,-0.29665646,0.0025940062,1.3161991,-1.0145785,-0.8401443,0.11166508,1.9483855,-1.5132811,0.42074132,-1.1957612,-2.4236436,-1.40148,1.7406468,0.801427,2.060631,0.11402916,-2.2442732,-1.8991817,5.776455,1.0
TCGA-B5-A0K0-01A-11R-A16W-07,-0.57190776,1.5618199,-2.0928366,0.82134515,1.9907923,-1.2131057,2.3022938,-0.22733575,-0.9129803,-6.502953,0.5638999,-0.6545809,1.4569631,0.21185392,0.43048352,0.26236853,1.4068252,1.9166497,-0.094226226,-3.0665128,1.4968581,0.64561105,-2.1669817,-1.9323218,2.1856408,-0.15575321,3.8706887,-0.35398087,-0.12339978,-0.50351423,-1.2538832,1.5102437,7.0587883,0.0
TCGA-EY-A549-01A-11R-A27V-07,-3.3678613,0.39839068,-0.07279807,-0.5674672,-1.1726819,-2.1701844,1.6785886,-2.0806732,-1.2414963,0.041513734,-1.052144,0.66119057,1.0839891,2.2194524,-4.1240835,3.23442,-1.5956967,1.0870239,1.7433448,-2.4281714,-0.14958768,3.17526,0.15950517,-1.7781585,-0.02924846,-2.2732973,0.7604515,-0.46166036,4.079372,-1.0636784,-2.4962647,-1.1773784,14.174622,
TCGA-AX-A1CN-01A-11R-A137-07,0.82288694,2.892416,1.4519931,0.6718446,0.38069296,4.3073125,4.532765,-5.2625766,-1.485349,-8.33993,0.9108157,-1.7412313,1.9660937,-4.8247867,0.7777779,-2.0012903,-1.0285203,6.77462,-4.227245,-3.262189,2.884841,-2.557248,-3.214028,-1.4622415,3.2174842,-3.6014993,6.6624827,0.80830467,-1.9841845,-0.47432205,-4.212304,3.2639234,16.889833,0.0
TCGA-D1-A16B-01A-11R-A12I-07,-0.30725363,0.06313216,-0.17343907,-0.5797388,1.1037977,0.6823944,0.0016691242,-0.5179019,-0.4259624,-4.1369147,0.788853,-0.45167717,1.1806989,-0.20690121,0.54793465,-1.0519209,1.7575234,1.4855261,-0.47166002,-0.92824584,1.4870485,0.17182095,-1.3171858,-0.42656565,-0.25707036,-0.23456675,1.4699684,0.702925,-1.2926468,0.07389845,-1.3582803,0.9787575,4.9785047,0.0
TCGA-FI-A2EW-01A-11R-A17B-07,-1.1983204,-4.168612,-3.7916052,-6.110328,-0.031807773,0.7710137,-0.53574497,0.34756032,-2.2896824,5.020431,5.3028364,2.8577645,2.0942724,2.9195256,1.4094068,4.090622,-5.048436,7.251452,-3.5027843,-6.6829615,1.3457531,-2.3928783,-4.6552005,0.6291081,-0.95687187,-5.864868,7.5733833,-2.2522917,1.3324431,5.359717,3.6681478,-0.5363335,10.693888,1.0
TCGA-D1-A17M-01A-21R-A12I-07,-0.9558873,-0.06626153,0.4803489,1.3289075,-0.619925,1.4621444,0.8004443,-1.0255704,1.0142419,-2.8550417,-0.07220012,1.3449042,1.5149212,-2.1532059,0.17280228,0.63863647,0.25321877,2.0010715,0.36117408,-3.9428685,-0.21678577,0.33212408,0.496975,0.40116772,0.8262392,-2.9395728,2.7890272,1.872833,-1.0559328,-1.1831044,-0.047968008,-2.2195132,7.307225,0.0
TCGA-B5-A0K3-01A-11R-A040-07,1.047914,-5.247559,5.602491,-0.9217625,1.2960955,2.8827877,-4.7541337,-2.930656,4.0198283,-1.1534026,1.5098878,3.765836,5.5233173,-0.554016,1.7911148,3.9774804,1.0778098,1.9583191,-1.4843687,-2.3341107,3.7157524,-0.4337184,-2.7370915,4.2772827,-3.5303786,-3.0755577,2.9615035,-0.5130952,5.4319906,-0.17322744,-1.2399744,-0.22663769,16.32478,1.0
TCGA-BG-A0M3-01A-11R-A104-07,-1.5253166,-3.3885355,-2.5122206,1.2736136,-0.34629124,0.22156134,0.10909491,-1.937128,0.12902991,1.0994416,0.6261179,0.64086664,0.14341223,-0.57521045,0.5270918,-1.3740621,-0.7105819,2.8529804,0.1103425,-1.9957217,-1.3364098,-0.19097513,-0.85416085,-2.728141,-1.5727649,-3.0637197,-0.15191232,-0.9333268,-0.33566037,-1.109793,0.5806505,-0.68343353,11.544128,0.0
TCGA-BG-A0MQ-01A-11R-A104-07,-0.3304534,-1.1117765,-1.0147659,1.52073,-1.2023581,-0.8199101,-1.2771735,-1.065279,0.7200584,1.1132039,-1.0085512,1.7810593,0.3535164,-2.4734852,-0.70668817,0.8520062,-1.178574,-0.34661636,-0.9181851,-2.6102664,-1.1690508,1.051019,0.89712673,-2.9110522,0.7689613,-4.0550075,2.4394908,-1.6927503,1.8748013,0.5683961,-0.39563742,-2.9446638,6.777923,0.0
TCGA-A5-A0VP-01A-21R-A104-07,-2.6039565,-0.32249722,-4.1959257,-0.28284916,2.4553535,1.6991346,-3.4320176,-5.7116356,-2.6839406,-3.4373362,-1.2816689,-0.01717296,-1.0753208,-1.6023713,-1.0140506,3.9459496,-1.4918302,3.9873226,-2.075672,1.8858898,-2.7118258,0.20149393,-1.1265829,1.3167973,-6.483219,-4.03248,1.2185564,2.0190372,3.5372548,-1.9381094,-2.289636,2.2710876,14.125127,0.0
TCGA-AJ-A3BD-01A-11R-A19W-07,0.20553088,-1.5970376,-2.2563357,-2.2522483,-0.8509821,1.3523065,-1.9280225,-0.02773976,0.032303482,2.6238868,0.47665232,3.758985,3.5836582,-1.0855668,0.7421816,4.1573462,1.0587897,3.4273639,-5.147253,-0.39076483,5.2342353,1.9822454,-6.346637,-1.5172197,3.1137798,-2.9902518,-4.0206146,0.9394919,1.3928182,1.9385222,1.6269146,-1.6133205,15.934243,
TCGA-B5-A11P-01B-11R-A14D-07,0.64927053,-5.3272243,1.6707158,-1.345236,1.6549318,-3.75441,-2.4830942,-0.53173417,2.399702,-4.637877,-0.59764636,0.016979307,0.82368547,0.3761871,-2.4288955,1.3760861,-1.3115286,0.666434,0.12917796,-4.413713,0.7839839,-0.23515181,0.4701636,-0.7230586,-2.936196,-6.6723576,0.58343977,2.606932,5.8239956,-1.5163316,-4.1298685,4.119945,14.098459,0.0
TCGA-D1-A1O8-01A-11R-A14D-07,0.570667,-2.0365534,0.9855723,-3.9746103,3.7610395,2.4895904,4.8279724,3.5155067,-5.9724336,-10.922368,-0.9885747,-3.7983613,2.321821,-5.985303,-0.82017463,0.77305794,-3.369063,4.839065,-3.102933,-4.9449596,2.3579319,-1.2328111,-7.5141754,3.68726,2.8926697,1.1755159,8.735352,-1.6518995,3.423707,-1.9265355,1.7529337,4.835209,12.017099,0.0
TCGA-D1-A16R-01A-11R-A12I-07,-1.7452481,-0.8800208,-0.63933253,0.006509065,0.74884975,0.78942674,-1.0109195,0.6240557,-0.33317277,-3.782406,-1.1647594,2.3868842,1.3089936,-0.34948888,1.9713925,-0.20373248,1.1374208,1.9068425,0.6403242,-1.6919221,0.3128096,0.5132778,-1.8401871,-1.932202,0.7336287,0.23413447,2.8132973,0.691553,-0.41862476,-0.6311028,-0.40309662,0.45132443,5.4415684,0.0
TCGA-AJ-A3TW-01A-11R-A22K-07,2.5789356,-1.6656703,3.2114775,-0.6880208,1.1722114,6.2838283,2.1205015,1.1048603,-0.94747317,1.4616772,-0.1715766,0.046651546,2.825205,0.9556792,0.26977456,3.649531,-3.2139826,-2.9844608,-5.500297,-3.0453975,2.859346,-0.7026518,-3.7069142,-0.35295925,1.2370678,-1.7228069,-6.1904273,0.33208808,7.794288,0.7010336,-0.76672345,-1.558061,21.66218,
TCGA-AX-A1CE-01A-11R-A137-07,2.9500964,2.210362,1.2045406,-3.8118124,-1.9161458,4.451396,-0.9096093,-3.8478816,-1.3654817,1.764652,-0.30646148,-0.90169096,-1.1656009,-1.2379777,-0.492579,1.4958146,-2.826558,4.0125966,-3.2299654,0.47183248,-1.7104328,5.3646827,-1.4283488,-3.1667461,-1.8272359,-4.730166,1.9314148,-0.77396226,1.0897248,-0.5077098,-1.5941571,3.0553308,22.53941,
TCGA-AX-A3G8-01A-11R-A22K-07,2.2591357,-6.5769734,-0.36936733,4.4300284,-1.1612813,4.0638046,-0.96183103,2.051058,-5.4869337,4.4248433,-0.7261206,-0.86194545,1.1645768,-2.4152665,0.38578987,3.4610968,0.5585829,0.5445479,-2.4949293,-4.029817,-0.09145132,1.0214711,-7.6976256,-3.219872,-1.0800099,-10.92985,-2.364925,4.0617976,-0.29935724,-1.9071671,-2.0545135,2.1514308,15.2989235,
TCGA-BS-A0V4-01A-11R-A14D-07,-5.062295,-10.546767,-1.4807849,5.9741926,-3.5769897,5.80944,0.40429142,2.9918907,-3.1365395,-1.5944914,-0.48501286,3.3671544,4.254093,7.861133,6.451384,1.4402525,-1.231213,-0.39940754,-3.6599438,-4.887825,-4.8425164,1.4826121,-9.811117,-0.91444415,-1.7184936,-9.2039795,0.6041578,3.5602925,-2.0484352,0.15088126,3.9453125,-3.3659897,13.63796,0.0
TCGA-BS-A0TA-01A-11R-A104-07,0.38420382,-0.42921224,-1.9636205,-2.192222,-0.6596834,2.2657528,1.7793372,0.88637286,-0.6427475,0.08971559,3.2340791,-1.0088631,4.33292,-1.2264059,-2.4377742,-0.19937983,0.7543735,0.28858382,-1.9434848,-0.24986045,-1.7022877,1.5507277,-2.3818445,3.6497028,-0.10000386,0.052099764,-0.5286523,-0.69781524,2.0158257,-0.28969833,4.72289,-0.38198853,10.029097,1.0
TCGA-QF-A5YT-01A-11R-A31O-07,-0.5673098,-2.551913,0.30940238,2.4664207,0.08385021,2.3143883,-1.4417157,2.618834,-2.891083,-1.9741974,0.56477404,-0.9482865,3.4610245,-1.8799233,1.4177341,1.3693261,3.7313337,3.2772624,-1.1757083,0.731226,2.4841595,-0.04598508,-5.2101145,-3.7340229,-0.20909207,-1.5521163,-0.6395058,1.5962192,-0.12065648,-1.2105868,-4.947493,-0.16567743,7.8333783,
TCGA-EO-A3AS-01A-11R-A19W-07,-6.3746414,0.93885475,-2.2846873,1.6259472,2.2109916,1.934488,2.2688608,-5.5115514,1.3535708,-3.3061113,1.5134969,0.78218496,1.2048299,2.84268,1.6039662,5.313789,-3.5196877,0.65519255,1.22783,-5.079745,5.04211,0.16332471,-0.94429773,-2.8447561,-0.32479596,-2.564367,-1.5815036,1.8722342,0.7117797,0.16171758,0.15384203,3.0417628,23.711441,
TCGA-AX-A1C4-01A-11R-A137-07,1.705346,-1.5860517,1.1784595,0.51522416,-2.682061,1.5709559,-2.2311893,-4.337802,0.6512604,-3.6699612,0.2374075,1.3604779,3.5625987,-5.6376214,-3.2951536,0.2883902,-1.4768171,0.7383318,-6.3794236,-0.011905468,0.06460473,-0.974772,-0.92468536,-3.495147,0.046256755,-5.179661,2.8915436,0.16691025,-3.6401272,-4.0380063,-2.973267,-4.9068394,16.798536,
TCGA-BG-A0W1-01A-12R-A109-07,-0.26364398,-2.3052702,-2.6541667,0.031146709,0.9979066,-4.929387,-4.8081017,-1.4185935,1.7195503,2.6494527,-3.0900238,0.91054285,2.8663135,0.44672573,-2.756045,1.6570938,0.82630646,1.4620899,0.5805716,-2.889477,-1.4645365,0.23799674,1.1399021,0.3698994,-1.9983475,-3.463735,3.2410452,-3.5818033,7.2579823,4.662158,0.6171161,-2.1814861,12.107845,0.0
TCGA-A5-A0GH-01A-21R-A16W-07,3.2670572,1.6454049,1.953692,-0.5695769,-4.17788,1.6692276,-2.3919327,-3.5253687,0.1751346,-5.7314954,0.6532383,0.32908228,5.9140162,-4.9502387,-1.6583372,5.732487,1.5539523,0.74983436,-3.6964664,-1.2544471,-0.5034646,-2.9687388,-0.7250973,0.98069763,2.40903,-4.8207703,5.307208,-3.5420237,-1.799469,1.4304248,-3.6599011,-2.9634426,16.98991,0.0
TCGA-AP-A0LT-01A-11R-A040-07,1.2637446,-2.3100772,0.8908314,1.1052208,-2.4599006,1.3439356,-0.16145964,-1.6960751,0.18859255,-0.5714175,-1.1219894,1.641628,1.2916929,-4.4546046,-0.9923983,0.8433993,-2.1458023,5.1120157,-2.7744062,-2.2653227,-3.6959438,0.9132932,-1.3761693,-1.6932373,-0.98456794,-3.4292204,1.2253722,-0.7771054,-0.4415813,-2.4046996,-0.79055464,-2.8038797,12.579214,0.0
TCGA-AP-A05O-01A-12R-A118-07,0.09798952,-0.002555288,2.4747097,-1.1839124,1.2011977,1.045331,-1.0313377,0.30666736,1.4525973,0.30214387,-2.3052275,0.3505853,3.351849,-2.437731,-2.9495263,-1.0650008,1.6752543,0.22018264,-1.5200229,0.45615116,1.1891332,1.4239242,-3.659366,0.8902841,-0.15162912,-1.6529018,0.57605,1.2829643,-0.36058232,-0.0628786,-0.4338605,-3.4759977,11.135285,1.0
TCGA-JU-AAVI-01A-11R-A40A-07,0.5687217,-2.000818,-1.7871659,1.7032831,2.7519546,3.2731144,0.82083786,-0.2805961,-4.304926,0.32923722,4.5033083,0.051288657,6.2826076,2.3248985,1.890998,1.0723919,-1.3840992,-1.9974966,-2.9515662,-1.6409093,1.616772,-0.9540629,-7.906759,1.4039305,2.8882844,1.0724893,-0.3987221,-0.8394735,2.4534137,-0.17187026,0.17024176,2.2387433,20.936342,
TCGA-AX-A3FZ-01A-11R-A22K-07,0.48847306,-2.5838578,-4.5443397,4.774819,-2.2915688,3.4446487,8.752819,3.6970122,-2.80686,-4.0863223,-0.65982944,7.7305145,11.200388,-5.475909,-4.6721153,0.6683887,0.83208966,-1.8725516,2.4190314,4.6249323,1.1990991,-7.8411736,-3.1475399,-7.469378,-0.99894345,-3.7799819,2.4331808,-2.8508534,3.1400106,-0.6495246,-7.569525,8.730201,10.716922,
TCGA-BG-A0MO-01A-11R-A040-07,-2.533672,-2.4226298,-1.5704541,4.4539,2.7322967,0.97227144,-0.05647346,-0.25310403,1.1846025,-2.7943158,-4.4085374,0.4839305,1.4717158,-1.754346,1.642567,-3.5385547,-1.0339917,0.55666083,0.7710132,-2.9594312,2.560119,1.5041568,-5.079826,-2.054326,-0.766211,-2.6076186,0.51150846,3.277423,1.0877132,0.10456961,0.40580547,-2.2555149,9.366977,
TCGA-D1-A16I-01A-11R-A12I-07,0.37714577,-7.456631,5.2147293,-3.8369315,-6.1675367,4.4123454,-0.41034973,-0.39549482,-1.1731803,-9.055281,-1.057778,9.015541,0.61986893,0.9518239,1.0985905,7.9821186,3.5384276,7.5169435,3.317538,-12.315282,3.2413642,-3.5426974,-1.7617568,4.0220184,-3.6300938,-5.8633003,3.766526,-6.885068,0.22799996,-2.9340937,5.506608,4.179346,11.715704,0.0
TCGA-D1-A17R-01A-11R-A12I-07,-4.4715433,-3.9501789,0.045658622,2.2441394,-0.98139524,3.5098836,-0.6355453,-2.618768,0.4363692,-5.5835967,-1.0303531,5.573097,1.4653707,-3.0389907,-0.035507888,1.1778964,0.3795922,1.2238137,3.273253,-6.013117,0.56831396,-2.6859856,-0.25305313,-0.5006154,0.5206919,-2.0705042,4.8332405,2.4448826,-1.8588247,-1.3285463,-0.13596499,0.29014724,5.8779216,0.0
TCGA-EY-A54A-01A-11R-A27V-07,0.5170119,2.0208457,-2.905572,-2.6272433,-0.15971795,-1.2952827,5.183213,-3.954265,1.9576523,-3.4784813,2.2076814,1.5812285,5.785877,1.7223021,-3.640793,2.5450423,2.363605,0.13985722,-3.5145075,-0.8400829,4.57158,-0.13778679,-2.832953,-1.637402,1.5038506,-2.1591744,-1.1389802,-1.0189849,1.016151,2.671553,-0.60632825,-1.7115078,19.51024,
TCGA-FI-A2D6-01A-11R-A17B-07,1.4963992,-1.2060596,1.8074701,-1.9818962,-4.3244863,3.0946524,0.9497392,0.28088117,-3.909499,-4.912657,-2.2092137,4.0776787,0.8972789,-7.528576,-1.8795794,2.585755,-1.6831987,-3.3953373,-5.4357777,2.026566,-2.0796955,-6.5668726,-1.8736157,-1.3390436,0.87302995,-0.98667884,3.7871156,-7.1647286,4.6151977,0.77092576,3.1943905,6.675713,16.718035,0.0
TCGA-BK-A0CB-01A-32R-A104-07,-1.1698607,-2.0517454,-2.0249283,2.2835379,-0.6622444,2.1840105,-1.1501119,1.3053099,-1.3372136,-1.8717195,-0.9635693,2.4369154,1.5751263,1.1833217,1.2676865,1.3763773,0.74269325,1.0815239,1.6147916,-1.686315,-1.3856045,0.44777462,-3.4005072,-0.4177154,1.4700074,-0.22796842,3.195514,1.631629,-1.6692153,0.067124486,0.13240778,2.9145534,8.186693,0.0
TCGA-AX-A2HG-01A-11R-A17B-07,2.3915436,-1.6016424,-2.1633325,0.51803637,-1.578674,2.2626114,-0.21156158,-0.4225114,-0.057073753,2.3269575,3.1535184,-0.41882175,4.4016805,-0.8137222,-1.0952038,0.9264498,-0.33628047,-0.565546,-3.4590101,-0.42697507,-2.1731966,-2.6942487,-1.7517276,1.7934716,1.7789563,-2.929956,1.9978316,-3.763764,-0.81747746,0.6475846,-0.92227167,-2.8893855,6.6528587,0.0
TCGA-A5-A1OG-01A-11R-A14D-07,2.383486,-2.6395142,-1.1863045,-1.8776627,2.419853,-1.2905843,2.5882561,-1.5494441,0.9132606,2.0725548,3.3018336,4.1072392,-0.43072096,-1.314582,-2.7637165,2.6191208,-0.33707958,3.7608488,-1.3048817,0.6211965,1.06451,-2.8813472,-3.139258,1.1406652,-0.8643212,-0.7927855,-0.63121665,-4.078349,0.7517993,1.5187433,3.2007306,1.6677378,15.782964,1.0
TCGA-D1-A3DH-01A-11R-A19W-07,-5.4322515,0.5515191,-0.039988644,-1.4999292,1.1595466,2.475802,-1.7979344,0.5268727,2.5841932,-1.5286741,4.671681,4.8275604,1.0346516,-3.3782852,0.7056654,7.964846,-4.868499,3.5347233,0.036869697,-3.382453,4.705578,-2.0331933,-2.048211,-7.024815,3.2147636,-4.3777957,-3.2541301,0.092815705,5.3708115,-2.458159,-2.9833333,1.1077801,20.622063,
TCGA-D1-A16Q-01A-12R-A12I-07,-1.8791808,-3.2104235,-2.8817558,-0.9883065,-0.28388232,-1.023712,-1.0681394,1.4269736,-1.0211587,-0.9598505,0.15836322,1.9924523,0.39124754,0.4437942,1.0306853,0.3165765,1.3953868,3.3243856,0.5922298,0.22247325,-1.188541,-0.36345792,-1.8108566,-0.03836586,0.95693356,0.123004906,1.7779193,-1.49409,0.7993672,-0.70205826,1.8369749,1.6413164,3.4100769,0.0
TCGA-D1-A17D-01A-12R-A12I-07,-3.803019,-6.8025665,-0.73516446,-1.5862468,-2.435586,4.0112967,-3.976248,-1.2385713,-1.4818512,-1.6665074,-0.58589315,3.4469547,1.265875,-0.54141504,-1.5651227,0.2555167,0.1985344,1.4090881,0.86009365,-2.2196865,0.07806537,-0.6399568,-1.8218064,1.9268126,-3.1196887,0.31162643,2.199275,1.0029715,1.277114,0.28880066,2.1883955,-0.818292,5.8071632,0.0
TCGA-AX-A3FS-01A-11R-A22K-07,0.49988678,1.8421077,-1.6201092,0.369645,-6.18739,5.102944,4.136914,-3.4556918,-3.7031593,-3.6975548,-3.038696,-0.07868346,2.5439312,-3.5371535,0.029453488,1.0825155,-0.5694565,-5.386802,-4.74137,0.88444424,2.0155113,-9.575277,-0.63730264,-3.395166,0.49656668,-0.5021874,-2.5382872,-2.7746992,4.0633826,1.4003596,-3.7102869,5.0489936,21.140274,
TCGA-B5-A1MZ-01A-11R-A144-07,-2.3914046,2.6627958,-0.71900535,0.19860156,1.3855633,0.14608018,-0.85297865,-1.313448,-1.4637027,-0.704762,-0.67254364,-0.18207832,-1.0590388,2.112798,0.09341464,-0.55840755,1.9741508,-1.5228949,0.31321782,0.53414094,1.2843635,-1.5997614,0.077793986,-0.48460925,-0.51281315,-2.4936683,2.8189974,2.3241673,0.6871184,-1.5611837,-1.5976428,-2.4292924,14.016305,0.0
TCGA-A5-A2K2-01A-11R-A18M-07,-1.37702,-1.815748,-3.0167534,-4.216537,3.6660676,3.4103901,-0.06915613,-4.8682795,1.5259042,1.7111446,4.5967245,3.402534,4.6770287,-2.8556864,-0.9111155,1.9485787,-5.5248575,2.8872182,-4.5472803,-0.88196534,6.9899893,-1.9915302,-2.073404,-2.5761807,-2.2524571,-4.5241294,0.46900165,3.2590714,2.7529612,3.2050035,-3.4802046,-5.529986,16.160566,
TCGA-EO-A22S-01A-11R-A18M-07,1.1222211,0.47986522,2.5152724,1.035996,-2.3096864,1.2803985,-0.30979353,-2.4800992,0.3607698,-1.8429532,0.36337495,-0.4737646,1.4208678,-4.3543763,0.23131841,0.7863528,-0.755238,0.9808981,-3.9170775,-1.2217216,-2.4347453,-5.213447,-1.3799732,-1.2000227,-1.805598,-3.2279503,4.040938,-0.464956,0.3650366,-0.017017392,-3.0793958,-1.1444687,11.328473,
TCGA-AJ-A2QL-01A-11R-A18M-07,-0.50534546,1.4017758,1.8871799,-1.9089978,1.4276186,0.59463423,-3.0313082,-2.4693801,0.9770426,-2.9271984,-1.5211041,-3.0462961,-0.639026,0.9767405,-2.0989456,0.45733425,1.9357765,-0.9585486,-2.6964636,1.7392985,1.7411397,0.99694484,-1.98363,1.8409413,-4.435769,-1.2843821,0.26449445,-0.12861876,4.0149617,0.40915754,-2.6209247,0.31042725,13.630435,
TCGA-D1-A16V-01A-11R-A12I-07,-0.5950169,-0.99121845,-1.9828929,0.6740537,3.6576672,2.2618072,-1.4158167,-2.2702658,0.20218557,-0.93895674,-4.140111,-1.3381674,-2.4640884,-3.139007,-2.159179,2.478703,0.7342716,1.1654828,-1.5384045,-1.9201345,-0.80747086,-2.6394794,-1.9616696,1.3878723,-4.0547423,-1.8869438,1.8504109,3.0616937,4.7425504,0.57790667,-1.4806722,0.89533865,18.699457,
TCGA-AP-A0L8-01A-11R-A040-07,-0.95286965,-2.9190564,3.059483,-1.2527422,-2.9313598,1.485407,-2.3802855,2.990244,-0.47277233,-4.1203256,-1.0471158,5.404057,2.4463122,-1.9547215,-6.148929,5.5330124,-0.8018638,-0.25802803,-5.342838,0.7865575,5.9749594,-8.238301,2.7261884,-0.1546494,0.3711095,-2.951824,-0.07824016,2.7881038,0.29101652,-7.5019617,-3.3672278,3.0138822,21.230453,1.0
TCGA-BG-A0MG-01A-21R-A104-07,-0.16851832,-2.3101218,1.2891876,-1.6605513,0.451493,0.91409296,-1.4480578,-2.4758947,1.4333699,-1.2027615,1.3497734,2.6766715,2.9384258,-1.6492206,-1.6946198,0.071119495,2.04328,-0.1488192,-2.3243158,-0.32437253,1.0301799,-0.48567984,0.084009126,1.1834114,-1.488076,-2.3672893,0.03732079,1.081785,-1.050368,-0.7053522,-0.69365835,-1.9461029,6.82818,0.0
TCGA-BG-A3PP-01A-11R-A22K-07,0.40471426,-2.167765,0.045116965,1.7896905,-0.21703503,4.4389305,2.7672436,-1.5282812,0.20353545,0.37632176,0.21912108,-0.024221312,-0.9497125,0.8753679,0.2258888,2.0868976,-0.8537247,-1.958936,-4.680329,0.68030196,2.3416734,-2.0049634,-3.913498,-3.9204547,-1.1594878,-2.905651,-1.9137826,0.26173723,2.4802155,0.1665207,-6.0729203,3.3599854,23.87024,
TCGA-A5-A3LP-01A-11R-A22K-07,0.93318194,0.9426291,-1.8444734,1.1831236,8.678747,5.586843,0.723273,-5.3613453,1.9896991,-3.2211337,1.2491336,-1.0426468,1.6927227,2.2464585,1.8210986,6.1088715,-4.598677,-2.3370817,-0.9111729,-6.5885954,6.5199003,-4.7280602,-7.2682223,-3.8554218,0.81130743,-4.378495,-2.9750648,6.213388,4.9699926,4.7043834,-2.5174675,3.641696,15.199447,
